0.515356	1.99677	0.971104	0.5
0.77434	2.8244	1.10713	0.594967
0.801788	2.9828	1.18112	0.612073
0.803436	3.04503	1.22712	0.617381
0.801407	3.08131	1.25864	0.619663
0.799031	3.10712	1.282	0.620776
0.797016	3.12773	1.30035	0.621322
0.79579	3.14866	1.31639	0.621521
0.794502	3.16382	1.32917	0.62154
0.793437	3.17745	1.34032	0.62145
0.792745	3.19012	1.35024	0.621288
0.792202	3.20179	1.35925	0.62108
0.791859	3.21268	1.36752	0.620845
0.791687	3.22289	1.37518	0.620593
0.791564	3.23232	1.38237	0.620336
0.791388	3.23778	1.38802	0.62009
0.791504	3.24632	1.39446	0.619848
0.791715	3.2542	1.40062	0.619615
0.791834	3.26124	1.4065	0.619396
0.792116	3.26772	1.41212	0.619194
0.792448	3.2765	1.41864	0.619013
0.792745	3.28104	1.42376	0.618856
0.793053	3.28487	1.42868	0.618726
0.793262	3.2879	1.43342	0.618625
0.79351	3.29031	1.43795	0.618552
0.793682	3.29192	1.44229	0.61851
0.793808	3.29282	1.44642	0.618498
0.793993	3.29052	1.44921	0.618508
0.794129	3.29059	1.45299	0.618548
0.794067	3.28981	1.45661	0.618616
0.794084	3.2885	1.46004	0.618712
0.793987	3.28648	1.46328	0.618833
0.793644	3.28594	1.46747	0.618988
0.793477	3.28236	1.47026	0.619165
0.793211	3.27825	1.47284	0.619361
0.792958	3.27378	1.47525	0.619575
0.792613	3.26886	1.47747	0.619802
0.792326	3.26375	1.47951	0.620043
0.791832	3.25817	1.48137	0.620292
0.791459	3.25254	1.48306	0.620549
0.791461	3.24547	1.48345	0.620802
0.790927	3.23972	1.48491	0.621058
0.79051	3.23398	1.48621	0.621315
0.790056	3.22806	1.48735	0.621571
0.789623	3.22209	1.48833	0.621824
0.78875	3.21688	1.49027	0.622079
0.7884	3.21061	1.4909	0.622327
0.788077	3.20446	1.4914	0.622565
0.787869	3.19849	1.4918	0.622794
0.787528	3.19243	1.49208	0.623012
0.787313	3.18664	1.4923	0.623218
0.787063	3.18091	1.4924	0.623413
0.787444	3.17514	1.49136	0.623592
0.787248	3.1699	1.49132	0.623761
0.787035	3.16472	1.49119	0.623916
0.786873	3.15969	1.49096	0.62406
0.786776	3.15486	1.49065	0.624192
0.785976	3.1499	1.49127	0.624311
0.785998	3.14526	1.49074	0.624419
0.785997	3.1407	1.49013	0.624514
0.786023	3.13631	1.48945	0.624598
0.786082	3.13208	1.4887	0.624671
0.786125	3.12798	1.4879	0.624732
0.786213	3.12406	1.48704	0.624783
0.786294	3.12025	1.48612	0.624825
0.787124	3.11717	1.48427	0.624858
0.787165	3.11362	1.48332	0.624883
0.787209	3.11015	1.48234	0.624898
0.787285	3.10681	1.48132	0.624907
0.787361	3.10357	1.48028	0.624907
0.78667	3.09957	1.48003	0.624898
0.786839	3.09653	1.47881	0.624883
0.787003	3.09357	1.47756	0.624862
0.78717	3.09071	1.47628	0.624835
0.78733	3.08794	1.47499	0.624803
0.787471	3.08522	1.47365	0.624766
0.787631	3.08262	1.4723	0.624725
0.788565	3.08111	1.47012	0.624683
0.788644	3.07856	1.46877	0.624637
0.788695	3.07603	1.46741	0.624588
0.788758	3.07356	1.46602	0.624536
0.788804	3.07113	1.46462	0.624481
0.788049	3.06754	1.46394	0.624422
0.788166	3.06529	1.46244	0.624361
0.788283	3.06309	1.46091	0.624298
0.788385	3.06091	1.45938	0.624235
0.788481	3.05876	1.45781	0.624171
0.788562	3.05664	1.45623	0.624106
0.788633	3.05454	1.45464	0.624041
0.788685	3.05248	1.45303	0.623977
0.78954	3.05181	1.45075	0.623914
0.789501	3.04969	1.44918	0.623852
0.789448	3.0476	1.4476	0.623791
0.789394	3.04551	1.44603	0.62373
0.789333	3.04345	1.44444	0.62367
0.788439	3.03992	1.44347	0.623609
0.788424	3.038	1.44179	0.62355
0.788394	3.03607	1.44013	0.623492
0.788342	3.03414	1.43845	0.623436
0.788265	3.03224	1.43683	0.623382
0.78817	3.03033	1.43527	0.62333
0.788073	3.02841	1.43377	0.623281
0.788814	3.02809	1.43155	0.623235
0.78864	3.02606	1.4298	0.623191
0.788428	3.02403	1.42801	0.623149
0.788212	3.02208	1.42623	0.62311
0.787993	3.02014	1.42453	0.623073
0.78701	3.01668	1.42336	0.623038
0.786849	3.01484	1.42162	0.623007
0.786639	3.01293	1.41987	0.622978
0.786413	3.01103	1.41809	0.622952
0.786184	3.00913	1.41627	0.622929
0.785994	3.00724	1.41445	0.622909
0.785822	3.00536	1.41265	0.622893
0.785653	3.00348	1.41088	0.62288
0.786239	3.00323	1.40867	0.62287
0.785983	3.00123	1.40695	0.622863
0.785689	2.99922	1.40522	0.622859
0.785373	2.99724	1.40348	0.622859
0.785039	2.99526	1.40176	0.622862
0.783991	2.99172	1.40055	0.622868
0.783748	2.98984	1.39894	0.622878
0.783554	2.98797	1.39729	0.62289
0.783363	2.9861	1.39558	0.622907
0.783098	2.98415	1.39384	0.622926
0.78285	2.98226	1.39213	0.622949
0.782579	2.98037	1.39042	0.622975
0.783069	2.98018	1.38836	0.623004
0.782891	2.97835	1.38675	0.623036
0.782653	2.97648	1.38516	0.623071
0.782385	2.97458	1.38353	0.623109
0.782133	2.97271	1.38186	0.62315
0.781158	2.96917	1.38052	0.623196
0.780959	2.96737	1.37885	0.623245
0.780777	2.9656	1.37719	0.623297
0.780589	2.96381	1.37554	0.623351
0.780398	2.962	1.37391	0.623409
0.780181	2.96018	1.37227	0.62347
0.779935	2.95836	1.37063	0.623533
0.779698	2.95655	1.36902	0.623599
0.780141	2.95631	1.36715	0.623666
0.779928	2.95449	1.36557	0.623736
0.779686	2.9527	1.36396	0.623809
0.779431	2.95093	1.36233	0.623885
0.779207	2.94921	1.36069	0.623963
0.778369	2.94585	1.35931	0.624045
0.77818	2.94413	1.35771	0.62413
0.777965	2.94238	1.35609	0.624217
0.777735	2.94059	1.35453	0.624306
0.777503	2.93884	1.35297	0.624397
0.777242	2.93709	1.35138	0.624491
0.777014	2.93534	1.34978	0.624586
0.777351	2.93512	1.34799	0.624682
0.777096	2.9333	1.34645	0.624779
0.776807	2.9315	1.34497	0.624879
0.776484	2.9297	1.34354	0.624979
0.776173	2.92791	1.34201	0.625082
0.775306	2.92459	1.34066	0.625188
0.775048	2.92288	1.33919	0.625295
0.774867	2.92127	1.33765	0.625404
0.774701	2.91964	1.33613	0.625515
0.7746	2.91807	1.33459	0.625627
0.774502	2.91653	1.33309	0.62574
0.774408	2.91504	1.3316	0.625855
0.774367	2.91363	1.33015	0.625972
0.774712	2.91356	1.32864	0.626087
0.7746	2.91205	1.32734	0.626204
0.774512	2.91061	1.32599	0.626322
0.774474	2.90911	1.32461	0.626441
0.774544	2.90761	1.3232	0.62656
0.774352	2.90468	1.32189	0.626684
0.774562	2.90313	1.3205	0.626807
0.77473	2.90155	1.31896	0.626932
0.774858	2.89997	1.31738	0.627058
0.774978	2.89842	1.31586	0.627185
0.77513	2.89687	1.31453	0.627312
0.775339	2.89536	1.31341	0.627441
0.775795	2.89529	1.31232	0.627568
0.775987	2.89391	1.3114	0.627697
0.776225	2.89262	1.31057	0.627828
0.776586	2.89142	1.31006	0.627961
0.777092	2.8903	1.31004	0.628095
0.777575	2.88812	1.31073	0.628233
0.778355	2.88736	1.3114	0.628371
0.779323	2.88665	1.3125	0.628511
0.780529	2.88589	1.31408	0.62865
0.78194	2.88509	1.31603	0.628789
0.783535	2.88437	1.31813	0.628928
0.785408	2.88365	1.32056	0.629068
0.787516	2.88293	1.32343	0.629207
0.78949	2.88336	1.32574	0.629343
0.791628	2.88267	1.32907	0.629479
0.793815	2.88203	1.33263	0.629616
0.796122	2.88138	1.33629	0.629752
0.798514	2.88069	1.34017	0.629888
0.80121	2.87901	1.34523	0.630026
0.803698	2.87853	1.34952	0.630164
0.806258	2.87819	1.35402	0.630302
0.808959	2.87783	1.35869	0.63044
0.811698	2.87761	1.36341	0.630578
0.814493	2.87749	1.36824	0.630716
0.81743	2.87746	1.3733	0.630856
0.820007	2.87846	1.37733	0.630993
0.822933	2.87861	1.38252	0.631132
0.825987	2.87882	1.38762	0.631272
0.829099	2.87911	1.39292	0.631413
0.832295	2.87975	1.39832	0.631556
0.836005	2.87995	1.40471	0.631702
0.839288	2.88108	1.41008	0.631849
0.842705	2.88241	1.41592	0.631998
0.846217	2.88382	1.42243	0.632148
0.849819	2.88551	1.42946	0.632301
0.85346	2.88732	1.43689	0.632455
0.85722	2.88938	1.44471	0.632613
0.861012	2.89151	1.4529	0.632773
0.864251	2.89416	1.45977	0.632934
0.868222	2.89643	1.46878	0.633099
0.872319	2.89877	1.47807	0.633266
0.876529	2.90123	1.48743	0.633438
0.880729	2.90386	1.49686	0.633613
0.88582	2.9063	1.50811	0.633793
0.890236	2.90922	1.51731	0.633977
0.894722	2.91224	1.52622	0.634165
0.899376	2.91542	1.53479	0.634357
0.904203	2.91861	1.54327	0.634555
0.909187	2.92191	1.55134	0.634757
0.914314	2.92521	1.55912	0.634963
0.918586	2.92882	1.56528	0.635173
0.924068	2.93221	1.57264	0.635387
0.929801	2.9357	1.57975	0.635605
0.935657	2.93918	1.58644	0.635827
0.941675	2.94272	1.59287	0.636051
0.949029	2.94618	1.59989	0.636277
0.955322	2.94986	1.60543	0.636504
0.961768	2.95352	1.61074	0.636732
0.968341	2.95722	1.61578	0.63696
0.975046	2.96093	1.62048	0.637188
0.98195	2.9647	1.62492	0.637416
0.989047	2.9685	1.62921	0.637643
0.996375	2.97238	1.63349	0.63787
1.00236	2.97635	1.63711	0.638098
1.01004	2.98034	1.64135	0.638326
1.0179	2.98442	1.64552	0.638554
1.02597	2.98861	1.65	0.63878
1.03422	2.99284	1.65472	0.639005
1.0443	2.99723	1.66041	0.639226
1.05281	3.00159	1.66548	0.639445
1.06141	3.00606	1.6707	0.639661
1.07015	3.01061	1.67605	0.639874
1.07905	3.01526	1.68165	0.640086
1.08803	3.02001	1.68758	0.640294
1.09712	3.02482	1.69374	0.640499
1.10447	3.02934	1.69887	0.640704
1.11387	3.03417	1.70535	0.640905
1.12344	3.03902	1.712	0.641105
1.13311	3.0439	1.71885	0.641305
1.14287	3.04887	1.72603	0.641503
1.15476	3.05429	1.73488	0.641701
1.16463	3.05947	1.7425	0.641899
1.17453	3.06479	1.75031	0.642099
1.1845	3.07027	1.75829	0.6423
1.19449	3.07593	1.76645	0.642502
1.20447	3.08185	1.77471	0.642704
1.21439	3.08795	1.78317	0.642906
1.22428	3.09441	1.79205	0.643108
1.23207	3.10023	1.79946	0.643313
1.24202	3.10715	1.8092	0.643518
1.2519	3.11436	1.81938	0.643725
1.26182	3.12191	1.82998	0.643933
1.27188	3.12981	1.84138	0.644145
1.28409	3.13933	1.85615	0.644356
1.29421	3.14803	1.86895	0.64457
1.30443	3.15708	1.88231	0.644783
1.31469	3.16653	1.89625	0.644995
1.32501	3.17638	1.91082	0.645206
1.33545	3.18661	1.92602	0.645417
1.34606	3.19714	1.94173	0.645627
1.35443	3.20622	1.95446	0.64584
1.36525	3.21734	1.97093	0.646054
1.37617	3.2288	1.9876	0.646268
1.38713	3.24052	2.00443	0.646484
1.39818	3.25256	2.02121	0.646702
1.41164	3.26697	2.04112	0.646917
1.42268	3.27945	2.05724	0.647133
1.43372	3.29213	2.073	0.64735
1.44465	3.30495	2.08816	0.647568
1.45564	3.318	2.10279	0.647786
1.46656	3.33121	2.11694	0.648002
1.47747	3.34464	2.13058	0.648219
1.48833	3.3582	2.14367	0.648434
1.49672	3.3695	2.15388	0.648651
1.5077	3.38346	2.16632	0.648866
1.51871	3.39758	2.1786	0.649079
1.52976	3.4119	2.19067	0.64929
1.54085	3.42647	2.20256	0.6495
1.55449	3.44389	2.21693	0.649704
1.56554	3.45885	2.2289	0.649906
1.57657	3.47388	2.2408	0.650106
1.58764	3.48904	2.25269	0.650304
1.59871	3.50434	2.2646	0.650501
1.60982	3.51977	2.27641	0.650695
1.62095	3.53516	2.2881	0.650887
1.62945	3.54776	2.29753	0.651083
1.64069	3.56332	2.30936	0.651279
1.65194	3.57889	2.32076	0.651472
1.66318	3.59453	2.33189	0.651659
1.67445	3.61025	2.34306	0.651842
1.68841	3.62893	2.35596	0.652014
1.69973	3.64472	2.36642	0.652181
1.71102	3.66052	2.37659	0.652342
1.72239	3.67646	2.38647	0.652496
1.7339	3.69235	2.39632	0.652643
1.74569	3.7083	2.40613	0.652783
1.75764	3.72419	2.41568	0.652918
1.7699	3.74018	2.4251	0.653045
1.77942	3.75311	2.43261	0.653168
1.79237	3.76921	2.4421	0.653279
1.80581	3.78526	2.45194	0.653381
1.81976	3.80112	2.46206	0.653475
1.83412	3.81683	2.47239	0.653563
1.85245	3.83533	2.48491	0.653642
1.8676	3.85055	2.49547	0.653714
1.8831	3.86547	2.50612	0.653782
1.8989	3.88009	2.51674	0.653846
1.9149	3.89442	2.5273	0.653905
1.93112	3.9085	2.53776	0.65396
1.94745	3.92222	2.54791	0.654013
1.96001	3.9329	2.55561	0.654065
1.97642	3.94603	2.56453	0.654114
1.99294	3.95885	2.57276	0.65416
2.00957	3.97133	2.58028	0.654202
2.02628	3.9835	2.58738	0.65424
2.04681	3.99787	2.59498	0.654272
2.06328	4.00949	2.60068	0.6543
2.07984	4.02089	2.60573	0.654323
2.0964	4.03208	2.6102	0.654341
2.11291	4.04301	2.6141	0.654354
